contrast_a,contrast_b,ID_REF,n_a,n_b,median_a,median_b,delta_median_a_minus_b,mean_a,mean_b,delta_mean_a_minus_b,std_a,std_b,u_statistic,p_value,rank_biserial,q_value_bh,abs_delta_median,abs_rank_biserial,probe_id,ucsc_refgene_name,ucsc_refgene_accession,refgene_group,cpg_island_name,relation_to_cpg_island,regulatory_feature_group,regulatory_feature_name,phantom4_enhancers,hmm_island,chromosome,mapinfo,strand,design_type,color_channel,UCSC_RefGene_Name,UCSC_RefGene_Accession,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island
D3,not_D3,cg06048910,16,347,0.6039610873900355,0.4131713568082404,0.190789730581795,0.5881248746975287,0.4345388820901609,0.1535859926073678,0.2417626052059866,0.2233669502259194,3764.0,0.0129265757599275,0.355907780979827,0.3519912857734513,0.190789730581795,0.355907780979827,cg06048910,SLC22A18;SLC22A18;SLC22A18AS,NM_183233;NM_002555;NM_007105,Body;Body;TSS1500,chr11:2923301-2923817,S_Shore,,,,,11,2925473.0,R,I,Red,SLC22A18;SLC22A18;SLC22A18AS,NM_183233;NM_002555;NM_007105,Body;Body;TSS1500,chr11:2923301-2923817,S_Shore
D3,not_D3,cg11531579,16,347,0.185490458131158,0.3554236345665035,-0.1699331764353455,0.243336289737414,0.3652724701724998,-0.1219361804350858,0.1904159300022309,0.2090406090327864,1686.0,0.0126795470244822,-0.3926512968299711,0.3519912857734513,0.1699331764353455,0.3926512968299711,cg11531579,,,,chr12:133484658-133485739,Island,Promoter_Associated,12:133484626-133485967,,,12,133484743.0,F,II,,,,,chr12:133484658-133485739,Island
D3,not_D3,cg12934366,16,347,0.457474487110174,0.350858817311466,0.106615669798708,0.5230416950587636,0.389181488910308,0.1338602061484555,0.1955894263516021,0.2368277371616411,3773.0,0.0130940758307723,0.359149855907781,0.3519912857734513,0.106615669798708,0.359149855907781,cg12934366,,,,chr8:1956926-1957177,S_Shelf,,,,8:1947838-1947874,8,1960466.0,R,I,Red,,,,chr8:1956926-1957177,S_Shelf
D3,not_D3,cg14142965,16,347,0.152074531523504,0.345901347351978,-0.1938268158284739,0.2084113187661848,0.3553886352957068,-0.1469773165295219,0.1601445341711674,0.2303484441993707,1591.0,0.0132735939900024,-0.4268731988472622,0.3549089302139681,0.1938268158284739,0.4268731988472622,cg14142965,TXNRD1,NM_001093771,TSS200,chr12:104609397-104610172,Island,Promoter_Associated,12:104608536-104610351,,,12,104609432.0,F,I,Red,TXNRD1,NM_001093771,TSS200,chr12:104609397-104610172,Island
D3,not_D3,cg10815253,16,347,0.6847463167627179,0.5091642180985054,0.1755820986642124,0.6347773418759949,0.5064640575483994,0.1283132843275954,0.2009848282519218,0.2114954589851942,3781.0,0.0133535985329869,0.3620317002881845,0.3551488971539076,0.1755820986642124,0.3620317002881845,cg10815253,,,,,,,,,,2,116925524.0,F,II,,,,,,
D3,not_D3,cg05317090,16,347,0.2481959182993565,0.404984383656848,-0.1567884653574915,0.2657614015274576,0.3823852389020111,-0.1166238373745535,0.2061293011652829,0.2089918903199186,1756.0,0.0134452190442808,-0.3674351585014409,0.3556936255100762,0.1567884653574915,0.3674351585014409,cg05317090,,,,chr16:54970301-54972846,N_Shore,Gene_Associated_Cell_type_specific,16:54969571-54969800,,,16,54969706.0,R,II,,,,,chr16:54970301-54972846,N_Shore
D3,not_D3,cg09568252,16,347,0.69339724830004,0.4743965484939549,0.219000699806085,0.6209932639866679,0.4772955402736551,0.1436977237130127,0.209906636732905,0.2152478691636829,3779.0,0.0135373946273865,0.3613112391930835,0.3562472270364885,0.219000699806085,0.3613112391930835,cg09568252,,,,,,,,,,6,8952871.0,R,II,,,,,,
D3,not_D3,cg23905789,16,347,0.7745460053247445,0.34967095323253,0.4248750520922145,0.6089866620799979,0.4413003445530537,0.1676863175269441,0.2868629836745823,0.2809798850473711,3322.0,0.0161193799463551,0.1966858789625361,0.3562597267002994,0.4248750520922145,0.1966858789625361,cg23905789,HLA-DRB1,NM_002124,Body,chr6:32551851-32552331,N_Shore,,,,,6,32549935.0,F,II,,HLA-DRB1,NM_002124,Body,chr6:32551851-32552331,N_Shore
D3,not_D3,cg00071984,16,347,0.839225842523143,0.522892873440892,0.316332969082251,0.7209696356822771,0.5443555824728636,0.1766140532094134,0.2378138021799598,0.2654003241117519,3763.0,0.014022181492751,0.3555475504322767,0.3562597267002994,0.316332969082251,0.3555475504322767,cg00071984,FHIT;FHIT,NM_001166243;NM_002012,5'UTR;5'UTR,,,,,,,3,60617504.0,R,I,Red,FHIT;FHIT,NM_001166243;NM_002012,5'UTR;5'UTR,,
D3,not_D3,cg27107893,16,347,0.7394855754277945,0.442154342242144,0.2973312331856504,0.6142739469034607,0.4704816574826213,0.1437922894208394,0.2363761373890534,0.2360577453142493,3591.0,0.0161741100023118,0.2935878962536022,0.3562597267002994,0.2973312331856504,0.2935878962536022,cg27107893,NR3C1;NR3C1;NR3C1;NR3C1;NR3C1;NR3C1;NR3C1,NM_001018076;NM_000176;NM_001024094;NM_001020825;NM_001018075;NM_001018077;NM_001018074,Body;Body;Body;Body;Body;Body;Body,,,,,,,5,142776274.0,R,II,,NR3C1;NR3C1;NR3C1;NR3C1;NR3C1;NR3C1;NR3C1,NM_001018076;NM_000176;NM_001024094;NM_001020825;NM_001018075;NM_001018077;NM_001018074,Body;Body;Body;Body;Body;Body;Body,,
D3,not_D3,cg21946299,16,347,0.412026743824791,0.668743301212446,-0.256716557387655,0.4694072315467543,0.6143721532135821,-0.1449649216668277,0.2240532091657168,0.2227736517807578,1761.0,0.0144093858312681,-0.3656340057636887,0.3562597267002994,0.256716557387655,0.3656340057636887,cg21946299,PPARG;PPARG;PPARG,NM_138711;NM_005037;NM_138712,TSS1500;TSS200;TSS200,chr3:12328994-12329227,Island,,,high-CpG:12304136-12304787,3:12304004-12305333,3,12329166.0,R,I,Red,PPARG;PPARG;PPARG,NM_138711;NM_005037;NM_138712,TSS1500;TSS200;TSS200,chr3:12328994-12329227,Island
D3,not_D3,cg19961800,16,347,0.687640689093601,0.445092697328786,0.242547991764815,0.6348411138169399,0.4643892669010609,0.1704518469158789,0.2084552491002254,0.2711906128761008,3742.0,0.0161621699110018,0.3479827089337175,0.3562597267002994,0.242547991764815,0.3479827089337175,cg19961800,SYT16,NM_031914,Body,,,,,,14:61620680-61620750,14,62550978.0,R,I,Grn,SYT16,NM_031914,Body,,
D3,not_D3,cg05036212,16,347,0.3549668647722465,0.5619220874280699,-0.2069552226558234,0.3714779653116813,0.5266177566490347,-0.1551397913373532,0.2470316070090835,0.2380787946283014,1777.0,0.0155018731353226,-0.3598703170028818,0.3562597267002994,0.2069552226558234,0.3598703170028818,cg05036212,,,,chr2:119611296-119611881,N_Shore,,,,2:119326161-119326310,2,119609691.0,R,II,,,,,chr2:119611296-119611881,N_Shore
D3,not_D3,cg25282652,16,347,0.6574084563801745,0.4511666191276915,0.206241837252483,0.6018313391078682,0.4611096869594489,0.1407216521484193,0.2023229244759119,0.2182769289865202,3768.0,0.0145887715714992,0.3573487031700288,0.3562597267002994,0.206241837252483,0.3573487031700288,cg25282652,,,,,,,,,,12,128364739.0,R,II,,,,,,
D3,not_D3,cg01720945,16,347,0.811534885551856,0.605391383423358,0.206143502128498,0.7738746092012236,0.6222977357376422,0.1515768734635814,0.1615172563543025,0.238001840450903,3782.0,0.0142786411517663,0.3623919308357348,0.3562597267002994,0.206143502128498,0.3623919308357348,cg01720945,PLEKHA6,NM_014935,Body,chr1:204226544-204226908,Island,Unclassified,1:204226882-204228330,,,1,204226892.0,R,I,Red,PLEKHA6,NM_014935,Body,chr1:204226544-204226908,Island
D3,not_D3,cg10350352,16,347,0.153510328893022,0.357993221473617,-0.204482892580595,0.2251016675010232,0.3792545385248696,-0.1541528710238464,0.1967976408750816,0.2401110077198613,1637.0,0.0160526164081125,-0.4103025936599423,0.3562597267002994,0.204482892580595,0.4103025936599423,cg10350352,ARPM1,NM_032487,1stExon,chr3:169487145-169487522,Island,Promoter_Associated,3:169486757-169487840,,3:170969861-170970250,3,169487235.0,F,I,Red,ARPM1,NM_032487,1stExon,chr3:169487145-169487522,Island
D3,not_D3,cg02297063,16,347,0.242811202313433,0.447119409950286,-0.2043082076368529,0.2631485072986995,0.4125479220645061,-0.1493994147658066,0.2042817632297617,0.2297993945491764,1767.0,0.0139913147983331,-0.3634726224783862,0.3562597267002994,0.2043082076368529,0.3634726224783862,cg02297063,SBNO2;SBNO2,NM_014963;NM_001100122,Body;TSS200,,,Promoter_Associated,19:1132074-1132549,high-CpG:1083109-1083390,19:1082845-1084699,19,1132389.0,F,I,Red,SBNO2;SBNO2,NM_014963;NM_001100122,Body;TSS200,,
